INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,PRC,OPR_INTERVAL,GROUP
2022-02-02T00:00:00-00:00,2022-02-02T00:15:00-00:00,2022-02-01,17,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,39.72225,1,1
2022-02-02T01:00:00-00:00,2022-02-02T01:15:00-00:00,2022-02-01,18,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,64.0997,1,1
2022-02-02T02:00:00-00:00,2022-02-02T02:15:00-00:00,2022-02-01,19,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,84.74058,1,1
2022-02-02T03:00:00-00:00,2022-02-02T03:15:00-00:00,2022-02-01,20,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,87.73725,1,1
2022-02-02T04:00:00-00:00,2022-02-02T04:15:00-00:00,2022-02-01,21,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,98.92911,1,1
2022-02-02T05:00:00-00:00,2022-02-02T05:15:00-00:00,2022-02-01,22,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,85.68423,1,1
2022-02-02T06:00:00-00:00,2022-02-02T06:15:00-00:00,2022-02-01,23,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,86.70569,1,1
2022-02-02T07:00:00-00:00,2022-02-02T07:15:00-00:00,2022-02-01,24,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,78.10857,1,1
2022-02-01T08:15:00-00:00,2022-02-01T08:30:00-00:00,2022-02-01,01,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,49.6038,2,1
2022-02-01T09:15:00-00:00,2022-02-01T09:30:00-00:00,2022-02-01,02,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,49.51761,2,1
2022-02-01T10:15:00-00:00,2022-02-01T10:30:00-00:00,2022-02-01,03,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,48.6948,2,1
2022-02-01T11:15:00-00:00,2022-02-01T11:30:00-00:00,2022-02-01,04,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,48.70412,2,1
2022-02-01T12:15:00-00:00,2022-02-01T12:30:00-00:00,2022-02-01,05,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,48.95242,2,1
2022-02-01T13:15:00-00:00,2022-02-01T13:30:00-00:00,2022-02-01,06,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,50.24804,2,1
2022-02-01T14:15:00-00:00,2022-02-01T14:30:00-00:00,2022-02-01,07,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,63.64687,2,1
2022-02-01T15:15:00-00:00,2022-02-01T15:30:00-00:00,2022-02-01,08,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,79.83636,2,1
2022-02-01T16:15:00-00:00,2022-02-01T16:30:00-00:00,2022-02-01,09,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,68.66157,2,1
2022-02-01T17:15:00-00:00,2022-02-01T17:30:00-00:00,2022-02-01,10,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,36.49471,2,1
2022-02-01T18:15:00-00:00,2022-02-01T18:30:00-00:00,2022-02-01,11,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,38.81576,2,1
2022-02-01T19:15:00-00:00,2022-02-01T19:30:00-00:00,2022-02-01,12,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,35.91892,2,1
2022-02-01T20:15:00-00:00,2022-02-01T20:30:00-00:00,2022-02-01,13,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,31.40301,2,1
2022-02-01T21:15:00-00:00,2022-02-01T21:30:00-00:00,2022-02-01,14,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,22.87455,2,1
2022-02-01T22:15:00-00:00,2022-02-01T22:30:00-00:00,2022-02-01,15,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,34.56889,2,1
2022-02-01T23:15:00-00:00,2022-02-01T23:30:00-00:00,2022-02-01,16,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,34.99352,2,1
2022-02-02T00:15:00-00:00,2022-02-02T00:30:00-00:00,2022-02-01,17,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,49.37507,2,1
2022-02-02T01:15:00-00:00,2022-02-02T01:30:00-00:00,2022-02-01,18,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,76.21566,2,1
2022-02-02T02:15:00-00:00,2022-02-02T02:30:00-00:00,2022-02-01,19,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,77.78249,2,1
2022-02-02T03:15:00-00:00,2022-02-02T03:30:00-00:00,2022-02-01,20,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,87.05525,2,1
2022-02-02T04:15:00-00:00,2022-02-02T04:30:00-00:00,2022-02-01,21,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,90.49927,2,1
2022-02-02T05:15:00-00:00,2022-02-02T05:30:00-00:00,2022-02-01,22,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,94.82681,2,1
2022-02-02T06:15:00-00:00,2022-02-02T06:30:00-00:00,2022-02-01,23,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,73.21638,2,1
2022-02-02T07:15:00-00:00,2022-02-02T07:30:00-00:00,2022-02-01,24,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,56.4527,2,1
2022-02-01T08:30:00-00:00,2022-02-01T08:45:00-00:00,2022-02-01,01,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,50.02155,3,1
2022-02-01T09:30:00-00:00,2022-02-01T09:45:00-00:00,2022-02-01,02,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,49.09642,3,1
2022-02-01T10:30:00-00:00,2022-02-01T10:45:00-00:00,2022-02-01,03,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,48.76861,3,1
2022-02-01T11:30:00-00:00,2022-02-01T11:45:00-00:00,2022-02-01,04,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,48.58026,3,1
2022-02-01T12:30:00-00:00,2022-02-01T12:45:00-00:00,2022-02-01,05,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,52.78123,3,1
2022-02-01T13:30:00-00:00,2022-02-01T13:45:00-00:00,2022-02-01,06,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,59.28077,3,1
2022-02-01T14:30:00-00:00,2022-02-01T14:45:00-00:00,2022-02-01,07,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,81.64304,3,1
2022-02-01T15:30:00-00:00,2022-02-01T15:45:00-00:00,2022-02-01,08,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,60.84001,3,1
2022-02-01T16:30:00-00:00,2022-02-01T16:45:00-00:00,2022-02-01,09,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,47.5952,3,1
2022-02-01T17:30:00-00:00,2022-02-01T17:45:00-00:00,2022-02-01,10,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,32.90182,3,1
2022-02-01T18:30:00-00:00,2022-02-01T18:45:00-00:00,2022-02-01,11,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,36.47483,3,1
2022-02-01T19:30:00-00:00,2022-02-01T19:45:00-00:00,2022-02-01,12,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,35.51202,3,1
2022-02-01T20:30:00-00:00,2022-02-01T20:45:00-00:00,2022-02-01,13,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,30.74274,3,1
2022-02-01T21:30:00-00:00,2022-02-01T21:45:00-00:00,2022-02-01,14,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,24.21136,3,1
2022-02-01T22:30:00-00:00,2022-02-01T22:45:00-00:00,2022-02-01,15,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,39.32182,3,1
2022-02-01T23:30:00-00:00,2022-02-01T23:45:00-00:00,2022-02-01,16,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,46.81591,3,1
2022-02-02T00:30:00-00:00,2022-02-02T00:45:00-00:00,2022-02-01,17,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,74.37829,3,1
2022-02-02T01:30:00-00:00,2022-02-02T01:45:00-00:00,2022-02-01,18,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,111.23168,3,1
2022-02-02T02:30:00-00:00,2022-02-02T02:45:00-00:00,2022-02-01,19,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,89.36188,3,1
2022-02-02T03:30:00-00:00,2022-02-02T03:45:00-00:00,2022-02-01,20,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,87.34642,3,1
2022-02-02T04:30:00-00:00,2022-02-02T04:45:00-00:00,2022-02-01,21,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,101.52287,3,1
2022-02-02T05:30:00-00:00,2022-02-02T05:45:00-00:00,2022-02-01,22,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,85.94502,3,1
2022-02-02T06:30:00-00:00,2022-02-02T06:45:00-00:00,2022-02-01,23,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,69.08749,3,1
2022-02-02T07:30:00-00:00,2022-02-02T07:45:00-00:00,2022-02-01,24,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,48.88301,3,1
2022-02-01T08:45:00-00:00,2022-02-01T09:00:00-00:00,2022-02-01,01,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,47.85441,4,1
2022-02-01T09:45:00-00:00,2022-02-01T10:00:00-00:00,2022-02-01,02,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,47.19638,4,1
2022-02-01T10:45:00-00:00,2022-02-01T11:00:00-00:00,2022-02-01,03,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,47.49993,4,1
2022-02-01T11:45:00-00:00,2022-02-01T12:00:00-00:00,2022-02-01,04,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,49.20638,4,1
2022-02-01T12:45:00-00:00,2022-02-01T13:00:00-00:00,2022-02-01,05,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,51.91512,4,1
2022-02-01T13:45:00-00:00,2022-02-01T14:00:00-00:00,2022-02-01,06,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,64.56593,4,1
2022-02-01T14:45:00-00:00,2022-02-01T15:00:00-00:00,2022-02-01,07,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,77.8448,4,1
2022-02-01T15:45:00-00:00,2022-02-01T16:00:00-00:00,2022-02-01,08,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,49.8676,4,1
2022-02-01T16:45:00-00:00,2022-02-01T17:00:00-00:00,2022-02-01,09,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,42.07965,4,1
2022-02-01T17:45:00-00:00,2022-02-01T18:00:00-00:00,2022-02-01,10,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,30.41388,4,1
2022-02-01T18:45:00-00:00,2022-02-01T19:00:00-00:00,2022-02-01,11,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,36.1197,4,1
2022-02-01T19:45:00-00:00,2022-02-01T20:00:00-00:00,2022-02-01,12,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,27.81178,4,1
2022-02-01T20:45:00-00:00,2022-02-01T21:00:00-00:00,2022-02-01,13,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,27.61804,4,1
2022-02-01T21:45:00-00:00,2022-02-01T22:00:00-00:00,2022-02-01,14,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,24.00401,4,1
2022-02-01T22:45:00-00:00,2022-02-01T23:00:00-00:00,2022-02-01,15,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,41.11029,4,1
2022-02-01T23:45:00-00:00,2022-02-02T00:00:00-00:00,2022-02-01,16,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,53.82301,4,1
2022-02-02T00:45:00-00:00,2022-02-02T01:00:00-00:00,2022-02-01,17,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,98.58292,4,1
2022-02-02T01:45:00-00:00,2022-02-02T02:00:00-00:00,2022-02-01,18,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,123.6804,4,1
2022-02-02T02:45:00-00:00,2022-02-02T03:00:00-00:00,2022-02-01,19,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,84.51615,4,1
2022-02-02T03:45:00-00:00,2022-02-02T04:00:00-00:00,2022-02-01,20,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,76.6743,4,1
2022-02-02T04:45:00-00:00,2022-02-02T05:00:00-00:00,2022-02-01,21,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,84.81575,4,1
2022-02-02T05:45:00-00:00,2022-02-02T06:00:00-00:00,2022-02-01,22,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,73.89599,4,1
2022-02-02T06:45:00-00:00,2022-02-02T07:00:00-00:00,2022-02-01,23,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,55.75825,4,1
2022-02-02T07:45:00-00:00,2022-02-02T08:00:00-00:00,2022-02-01,24,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,LMP,LMP_PRC,4C744C22_7_N001,ALL,1,48.69386,4,1
2022-02-01T08:00:00-00:00,2022-02-01T08:15:00-00:00,2022-02-01,01,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,MCC,LMP_CONG_PRC,4C744C22_7_N001,ALL,1,0,1,2
2022-02-01T09:00:00-00:00,2022-02-01T09:15:00-00:00,2022-02-01,02,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,MCC,LMP_CONG_PRC,4C744C22_7_N001,ALL,1,0,1,2
2022-02-01T10:00:00-00:00,2022-02-01T10:15:00-00:00,2022-02-01,03,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,MCC,LMP_CONG_PRC,4C744C22_7_N001,ALL,1,0,1,2
2022-02-01T11:00:00-00:00,2022-02-01T11:15:00-00:00,2022-02-01,04,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,MCC,LMP_CONG_PRC,4C744C22_7_N001,ALL,1,0,1,2
2022-02-01T12:00:00-00:00,2022-02-01T12:15:00-00:00,2022-02-01,05,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,MCC,LMP_CONG_PRC,4C744C22_7_N001,ALL,1,0,1,2
2022-02-01T13:00:00-00:00,2022-02-01T13:15:00-00:00,2022-02-01,06,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,MCC,LMP_CONG_PRC,4C744C22_7_N001,ALL,1,0,1,2
2022-02-01T14:00:00-00:00,2022-02-01T14:15:00-00:00,2022-02-01,07,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,MCC,LMP_CONG_PRC,4C744C22_7_N001,ALL,1,0,1,2
2022-02-01T15:00:00-00:00,2022-02-01T15:15:00-00:00,2022-02-01,08,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,MCC,LMP_CONG_PRC,4C744C22_7_N001,ALL,1,0,1,2
2022-02-01T16:00:00-00:00,2022-02-01T16:15:00-00:00,2022-02-01,09,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,MCC,LMP_CONG_PRC,4C744C22_7_N001,ALL,1,0,1,2
2022-02-01T17:00:00-00:00,2022-02-01T17:15:00-00:00,2022-02-01,10,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,MCC,LMP_CONG_PRC,4C744C22_7_N001,ALL,1,0,1,2
2022-02-01T18:00:00-00:00,2022-02-01T18:15:00-00:00,2022-02-01,11,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,MCC,LMP_CONG_PRC,4C744C22_7_N001,ALL,1,0,1,2
2022-02-01T19:00:00-00:00,2022-02-01T19:15:00-00:00,2022-02-01,12,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,MCC,LMP_CONG_PRC,4C744C22_7_N001,ALL,1,0,1,2
2022-02-01T20:00:00-00:00,2022-02-01T20:15:00-00:00,2022-02-01,13,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,MCC,LMP_CONG_PRC,4C744C22_7_N001,ALL,1,0,1,2
2022-02-01T21:00:00-00:00,2022-02-01T21:15:00-00:00,2022-02-01,14,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,MCC,LMP_CONG_PRC,4C744C22_7_N001,ALL,1,0,1,2
2022-02-01T22:00:00-00:00,2022-02-01T22:15:00-00:00,2022-02-01,15,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,MCC,LMP_CONG_PRC,4C744C22_7_N001,ALL,1,0,1,2
2022-02-01T23:00:00-00:00,2022-02-01T23:15:00-00:00,2022-02-01,16,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,MCC,LMP_CONG_PRC,4C744C22_7_N001,ALL,1,0,1,2
2022-02-02T00:00:00-00:00,2022-02-02T00:15:00-00:00,2022-02-01,17,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,MCC,LMP_CONG_PRC,4C744C22_7_N001,ALL,1,0,1,2
2022-02-02T01:00:00-00:00,2022-02-02T01:15:00-00:00,2022-02-01,18,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,MCC,LMP_CONG_PRC,4C744C22_7_N001,ALL,1,0,1,2
2022-02-02T02:00:00-00:00,2022-02-02T02:15:00-00:00,2022-02-01,19,4C744C22_7_N001,4C744C22_7_N001,4C744C22_7_N001,RTPD,MCC,LMP_CONG_PRC,4C744C22_7_N001,ALL,1,0,1,2
